#date questions answers comments votes views
2013-08-20 9125 13474 36974 70991 3692011
2013-08-21 9479 14077 39503 74594 3903530
2013-08-22 9557 14108 39351 72554 3932534
2013-08-23 8537 12964 36273 65995 3408288
2013-08-24 4624 6777 18191 34677 2040259
2013-08-25 4612 6599 18157 35254 1996081
2013-08-26 8462 12208 34487 65764 3412069
2013-08-27 9181 13701 38034 73063 3638080
2013-08-28 9627 14007 39330 75221 3879596
2013-08-29 9406 13833 38780 72763 3463117
2013-08-30 8137 12501 34686 65689 3224926
2013-08-31 4668 6869 18901 35060 1943321
2013-09-01 4433 6485 18179 34292 1786841
2013-09-02 7612 10770 30263 55599 2781043
2013-09-03 8845 12892 36029 69950 3373074
2013-09-04 9365 13705 37883 72029 3539314
2013-09-05 9198 13620 38018 72779 3430042
2013-09-06 8336 12607 35696 65864 3108847
2013-09-07 4654 6891 18451 35625 1712455
2013-09-08 4748 6686 19022 36272 1862056
2013-09-09 8183 11738 33169 66007 2934188
2013-09-10 9154 13338 36808 71694 3278411
2013-09-11 9472 13751 39215 73281 3791916
2013-09-12 9604 13958 38868 72555 3851366
2013-09-13 8581 12906 36001 66199 3222607
2013-09-14 4707 6650 18895 34855 1849967
2013-09-15 4923 7040 19516 35821 1956686
2013-09-16 8868 12357 35843 67116 3392276
2013-09-17 9430 13794 38784 74069 3671870
2013-09-18 9383 13977 39049 72834 4753133
2013-09-19 9481 13624 37905 70127 4980894
2013-09-20 8541 12747 35058 66467 4110214
2013-09-21 4940 6974 18581 34044 2659729
2013-09-22 4921 6731 18584 35790 2373881
2013-09-23 8815 12519 34751 68124 3627680
2013-09-24 9700 14186 38324 73843 3726216
2013-09-25 9816 14058 37914 73495 3915926
2013-09-26 9806 14460 39073 73746 3737112
2013-09-27 8652 13107 35049 67428 3044283
2013-09-28 4777 6965 18771 34513 1881667
2013-09-29 5034 7214 19630 36674 1840482
2013-09-30 8992 12680 35335 68136 3384342
2013-10-01 9268 13479 37191 72340 3507827
2013-10-02 8787 12810 35882 70963 3471022
2013-10-03 9526 13587 37875 71450 3758579
2013-10-04 8796 13039 35793 66593 3279702
2013-10-05 4931 6999 18594 35047 1770163
2013-10-06 5083 7193 19480 36282 2122935
2013-10-07 9100 13083 36339 69580 3436058
2013-10-08 9839 14539 39800 76024 3577894
2013-10-09 10097 14968 41508 77652 3272740
2013-10-10 9917 14195 39798 74959 3392854
2013-10-11 8807 12665 35596 67622 3521270
2013-10-12 5001 7044 19177 34646 2019393
2013-10-13 5158 7093 19697 36999 2035675
2013-10-14 8368 11910 33405 64291 3267873
2013-10-15 9226 13528 37467 72255 3496049
2013-10-16 9681 13775 38280 74457 3596429
2013-10-17 9810 13991 38686 73978 4378174
2013-10-18 9100 13168 35444 66591 4224938
2013-10-19 5270 7414 19268 36788 2113354
2013-10-20 5375 7516 20218 37487 2260374
2013-10-21 9660 13679 37942 70953 3450171
2013-10-22 10175 14635 39507 75747 3163181
2013-10-23 10337 14753 39966 75761 3845472
2013-10-24 10450 14837 39977 75323 4571960
2013-10-25 9270 13941 37398 67716 3121836
2013-10-26 5202 7486 19351 36544 1780383
2013-10-27 5456 7377 20600 37389 1847142
2013-10-28 9450 13302 36953 70752 2843069
2013-10-29 10123 14639 40758 75632 3086098
2013-10-30 10080 14250 39504 75446 2841880
2013-10-31 9479 13724 37931 71009 2872159
2013-11-01 7816 11647 31555 60814 2435396
2013-11-02 4893 6808 18987 35320 1435622
2013-11-03 5196 7238 20388 39261 1774541
2013-11-04 8678 12047 34597 67163 2645258
2013-11-05 9317 13371 37268 72733 2508597
2013-11-06 10109 14605 40037 75217 2774171
2013-11-07 10105 14280 40411 74408 2708204
2013-11-08 9106 12986 36337 67839 2551935
2013-11-09 5359 7447 20054 36441 1637417
2013-11-10 5492 7370 20789 38420 1477801
2013-11-11 9281 13001 36566 68139 2280622
2013-11-12 10123 14522 40233 76810 2596137
2013-11-13 10121 14751 41158 76306 2584783
2013-11-14 10130 14393 40765 74724 2482585
2013-11-15 9214 13350 36373 69408 2193453
2013-11-16 5487 7751 20664 38261 2018826
2013-11-17 5535 7543 21202 38587 1754037
2013-11-18 9589 13410 38028 70488 2654856
2013-11-19 10156 14716 40781 76272 2401885
2013-11-20 10600 14818 41518 76923 2225380
2013-11-21 10433 14649 41075 76454 2297393
2013-11-22 9430 13335 36992 69086 1970842
2013-11-23 5637 7758 21388 38216 1436672
2013-11-24 5576 7341 20337 39127 1242034
2013-11-25 9532 13118 37018 69668 2154318
2013-11-26 10289 14649 40911 75407 2018784
2013-11-27 9958 14257 39611 72930 2042131
2013-11-28 8856 12334 34260 61167 1915501
2013-11-29 7649 11196 30861 55944 1674275
2013-11-30 5253 7324 19965 36125 1197707
2013-12-01 5279 7035 20032 36611 1172569
2013-12-02 9122 12680 36841 68545 1861657
2013-12-03 10067 14243 39949 74596 1983215
2013-12-04 10347 14743 41035 78296 2033176
2013-12-05 10223 15332 42318 79585 2089332
2013-12-06 9338 13958 40079 69860 1888382
2013-12-07 5454 7822 22233 39706 1043430
2013-12-08 5588 7882 22508 40129 1042928
2013-12-09 9503 13649 39751 72051 1703427
2013-12-10 10171 15108 42539 78308 1773364
2013-12-11 10382 15221 43216 77941 1822949
2013-12-12 10192 14976 42849 77226 1805560
2013-12-13 8762 13213 38109 68268 1557583
2013-12-14 5080 7368 20570 36520 995519
2013-12-15 5388 7307 21182 38119 950331
2013-12-16 9263 13743 39489 80687 1668062
2013-12-17 9901 14931 41966 85793 1855749
2013-12-18 9962 15198 42848 84538 1766246
2013-12-19 9698 14570 41217 83154 1713151
2013-12-20 8129 12651 35165 70133 1507120
2013-12-21 4666 7125 19588 38172 828306
2013-12-22 4729 6816 19169 38814 830775
2013-12-23 7446 10877 30943 60218 1270363
2013-12-24 6173 9454 26169 51623 1143283
2013-12-25 4168 6156 16877 36291 888995
2013-12-26 6558 9478 26047 50100 1210464
2013-12-27 6909 10527 29333 55430 1334352
2013-12-28 4859 7506 20665 39843 866100
2013-12-29 4841 7205 20754 39328 902592
2013-12-30 7561 11566 33315 62250 1283749
2013-12-31 6016 9920 28227 53423 1180847
2014-01-01 4375 6827 19556 36793 948937
2014-01-02 8094 12475 35801 68987 1357525
2014-01-03 8568 13332 39122 71934 1562846
2014-01-04 5802 8669 25186 44659 987166
2014-01-05 5451 8071 24430 43427 886595
2014-01-06 8893 12999 38790 70561 1318548
2014-01-07 9859 14476 42807 77674 1586915
2014-01-08 10557 15554 45023 81846 1507298
2014-01-09 10262 15465 44359 82882 1563421
2014-01-10 9686 14572 41514 77067 1309094
2014-01-11 5623 8309 23015 41898 932046
2014-01-12 5544 8127 22646 43255 821736
2014-01-13 9540 13585 40260 76508 1331709
2014-01-14 9796 14537 42109 80190 1348340
2014-01-15 10401 15162 44155 82813 1465825
2014-01-16 10612 15237 44862 82126 1469561
2014-01-17 9706 14461 41914 77089 1346104
2014-01-18 5863 8369 23359 43900 760876
2014-01-19 5663 8164 23207 42859 696417
2014-01-20 9706 13692 39282 74377 1267633
2014-01-21 10615 15576 43424 83827 1294277
2014-01-22 10884 15594 43797 83253 1283012
2014-01-23 10874 15710 45162 83354 1301224
2014-01-24 9566 14440 40742 76561 1166318
2014-01-25 5904 8295 23075 42850 727078
2014-01-26 5942 8216 23832 43117 791361
2014-01-27 10133 14396 42213 78809 1194462
2014-01-28 10884 15783 44525 84266 1343280
2014-01-29 11243 16436 46659 85300 1213259
2014-01-30 10875 15721 45094 84271 1226684
2014-01-31 9637 14468 40436 75940 1166569
2014-02-01 5916 8331 23726 43291 693972
2014-02-02 5775 7994 23111 43184 674258
2014-02-03 9760 13986 40265 75801 1055470
2014-02-04 11000 15498 45200 83706 1279719
2014-02-05 11258 15934 46031 84916 1311835
2014-02-06 11313 15835 45334 84076 1110066
2014-02-07 10201 14554 41432 76066 1027544
2014-02-08 6145 8493 23453 43412 618461
2014-02-09 6332 8506 24556 45483 660150
2014-02-10 10624 14384 42215 80559 1045120
2014-02-11 11411 15831 45945 87572 1244329
2014-02-12 11641 16839 47242 89038 1057800
2014-02-13 11099 15951 45859 85591 999676
2014-02-14 9964 14621 41936 77589 851786
2014-02-15 6065 8564 24097 43305 571815
2014-02-16 5973 8022 23305 42376 551507
2014-02-17 10357 14339 41123 78607 1126469
2014-02-18 11436 16609 48023 90268 1098936
2014-02-19 11862 16858 49547 91874 1084600
2014-02-20 11742 16893 48455 90305 1045655
2014-02-21 10724 15691 44589 82211 1106176
2014-02-22 6512 9282 26342 47100 569505
2014-02-23 6504 9000 25920 48090 638539
2014-02-24 11110 15414 45379 85450 980374
2014-02-25 11692 16764 48648 94188 1039897
2014-02-26 12011 17003 49194 94323 979530
2014-02-27 11967 17154 49873 91948 1148932
2014-02-28 10753 15722 45850 84011 862815
2014-03-01 6391 8831 25193 46629 547420
2014-03-02 6265 8570 25494 46775 515589
2014-03-03 10565 14627 43241 80704 977375
2014-03-04 11544 15668 46467 87980 931540
2014-03-05 12001 16240 48333 88740 1110854
2014-03-06 11868 16722 49445 91181 1060936
2014-03-07 10714 15217 45032 82846 863871
2014-03-08 6286 8568 24598 45220 481319
2014-03-09 6348 8379 24793 45437 510811
2014-03-10 10918 14670 43287 82937 935237
2014-03-11 11447 15648 44469 85049 1073200
2014-03-12 12372 16649 49033 90062 1665590
2014-03-13 12160 16842 48067 88604 854602
2014-03-14 10848 15425 43423 81890 837389
2014-03-15 6269 8419 24113 44294 749313
2014-03-16 6343 8432 25333 44858 520052
2014-03-17 10538 14119 41281 79164 826930
2014-03-18 11543 15707 45673 86206 765590
2014-03-19 12192 16613 47874 89289 894267
2014-03-20 12003 16396 48564 87957 851343
2014-03-21 10715 14837 42716 79242 728500
2014-03-22 6361 8461 24954 42661 406460
2014-03-23 6405 8346 24919 44187 552017
2014-03-24 10924 14808 44024 81301 777320
2014-03-25 11570 15711 46510 86831 749945
2014-03-26 12098 16463 48582 87549 878132
2014-03-27 11656 15825 47781 86291 871868
2014-03-28 10514 14554 43245 77553 651852
2014-03-29 6219 8304 23704 42387 460485
2014-03-30 6266 8134 24575 42896 394539
2014-03-31 10532 14124 42803 77965 755624
2014-04-01 11372 15325 45676 87781 745021
2014-04-02 11884 16078 47160 86449 706328
2014-04-03 11957 15898 48847 85200 665686
2014-04-04 10926 14738 44948 78825 599284
2014-04-05 6415 8287 24504 42509 384878
2014-04-06 6457 8057 24392 42903 359580
2014-04-07 11179 14352 44321 80179 754730
2014-04-08 11915 15260 46394 85134 1137971
2014-04-09 12025 15775 47454 85819 804141
2014-04-10 11779 15522 47168 83298 703940
2014-04-11 10630 14462 44123 75415 547113
2014-04-12 6407 8059 23580 40927 327152
2014-04-13 6160 7581 22909 40212 327760
2014-04-14 10577 13473 41934 76522 586946
2014-04-15 11452 14766 44968 81097 599986
2014-04-16 11783 15097 45443 82633 639822
2014-04-17 11040 14390 44549 79361 608936
2014-04-18 9178 11688 34929 62663 546497
2014-04-19 6536 8127 23631 41551 382679
2014-04-20 5868 7274 22619 39636 353191
2014-04-21 9392 11830 35677 63637 526155
2014-04-22 11770 15229 45677 84002 651079
2014-04-23 12054 15716 47640 88741 610625
2014-04-24 11875 15524 48642 87884 548954
2014-04-25 11604 14565 45766 80628 556492
2014-04-26 6718 8255 25835 46060 321146
2014-04-27 6780 8093 25821 45601 307901
2014-04-28 11732 14055 45707 81951 539914
2014-04-29 12115 15211 49033 88865 529687
2014-04-30 11667 14427 46132 86291 443426
2014-05-01 10036 11931 40140 72768 396029
2014-05-02 10417 12658 42349 75675 335658
2014-05-03 6857 8030 25935 44882 161231
#2014-05-04 738 873 3264 6364 9183
